,dialogue_id,Q-3,Q-2,Q-1,A
946571,MDRW2100001530.1,가서 느낀게 있음 뭘로 쓰든 괜찮지 여행얘기 하니까 여행가고 싶누,하 졋나게 글쓰기힘들다이거야,ㅇㅈ 엔지니어가 마 일만 잘함됐제 어데 글까지 쓰노,그거 유튭동영상링크 올려줄수잇냐
1270846,﻿MDRW2100008977.1,,,콘서트를 즐겨 가시는 것 같던데 어떤 가수들을 좋아하시나요?,와!ㅋㅋㅋ 저는 딱 좋아하는 가수는 없고 그냥 두루두루 좋아해요! 아이유님이나 박효신님...너무...좋아합니다... 하지만 콘서트를 가보진 못했어요ㅠㅋㅋㅋㅋㅋ 다른 가수들 콘서트만 갔다왔어요.....
1834344,MDRW2100047017.1,너무 했어,사람을 조종할고해,김딱딱,왜그러는지
1806561,MDRW2100046864.1,네,혹시 서울 쪽 사시나요?,아니요 경기도 안양 살고있습니다,앗 혹시 서울 쪽 사시는거면 다음주 쯤에 창경궁 쪽 가보시라고 하려했는데 ㅎㅎ
309669,HuLiC6372,저도 좋아해요. 너도 좋아해요?,응 간편하고 따뜻하잖아 내가 추위를 많이타서..,너의 남은 시간에 뭘 하고 싶어요?,영화보려고 찾고있어!
1576986,MDRW2100030184.1,ㅌㅋㅋㅋ저 1인가 그때 그 피아노 치는 씬?? 짤로만 봤는데 생각나네요 그때도 진짜 와 광기대박;;;이랬는데 와 연기 너무 잘하는거같아요ㅠ,맞어요.. 넘 무서워요 진짜 어떻게 저렇게 연기하는지 진짜 대단행6 인터뷰인가 한거보니까 대본 100번 이상 읽지않은게 없다구 하던데,어우....진짜 배우 아무나 하는 게 아니네요... 소연언니 갠적으로 너무 호감이에요 진짜ㅠㅠ,저도요 연기 너무 잘해요 진짜 모든 대본을 다 100번 이상씩 봤다는데 정말 너무 대단해요
1297383,﻿MDRW2100010816.1,,,요즘은 커뮤니티에서 만나는 사람들이랑도 오프라인 모임을 많이 하더라,맞아. 다들 심심해서 그런가봐
352763,HuLiC7367,난 요즘 수육 만들어 먹는거 좋아해.,수육이요? 들어보지 못했는데요. 맛이 어때요?,맛있어. 기름이 빠져서 담백한 맛이야.,정말 맛있는 것 같아요. 레시피 있어요?
1260308,MDRW2100008230.1,일요일에는 런닝맨이랑 슈돌이랑 대탈출 꼭 봐요!,tv 안 챙겨본지 오래인데 익숙한 프로그램이 많군요.. 런닝맨 아직도 하나요? 와,오 넵 런닝맨 해요! 재밌어요 요즘ㅋㅋㅋ,진짜 오래하네요 대탈출은 뭔가요
1931989,MDRW2100047084.1,뭔가 해주고 싶었엄 그래도 양념을 해여해서 ㅠㅠㅠㅠ,ㅋㅋㅋㅋㅋ 글면 너가 김밥 두불먹어,언될고 같앙,두줄먹어라잉
1138061,MDRW2100001638.1,ㄱ저디질것가타여,님 다이죠부? 우리 오늘 와인파티>? 카프레제 만들어주십셔,저당직증 이제 미쳐버려서 갠찬슴 하이퍼텐션임,"앗! 죄송여,, 당직이셨굼여"
530688,감성대화말뭉치.25504,다른 직장 동료들과 비교해 보면 내 능력이 형편없다는 생각이 들어.,구체적으로 어떠한 상황에서 열등감을 느끼시는지 말씀해 주실 수 있을까요?,프레젠테이션 능력이 떨어지는 것 같아. 나는 프레젠테이션을 할 때마다 떨려서 말을 더듬거든.,그러시군요. 이를 극복하기 위해 하고 계신 것이 있을까요?
236973,HuLiC4695,"오, 그건 끔찍해요. 다들 괜찮았으면 좋겠어요.",다행히 사망까진 안 간거 같고 부상으로 끝난거 같아요.,그 이야길 들으니 반갑네요. 다른 운전자는 어떻게 됐나요?,다른 사람들까진 못 봤지만 그래도 사망까진 안 간 거 같아요.
515989,감성대화말뭉치.22635,,조별 과제를 하고 있는데 조원들이 나를 없는 사람 취급해서 기분이 좋지 않아.,조원들이 참여를 시켜주지 않아 기분이 좋지 않으시군요.,나 빼고 나머지 조원들끼리 모여서 과제를 하는 거 같아.
415457,HuLiC8813,나중에 엠마 왓슨 영화도 같이 보자 !!,오키 난 너무 좋지 ㅎㅎ,ㅋㅋ나 이제 설거지 하러 가야돼 ㅜㅜ,앗 오키 ㅋㅋ
1157401,MDRW2100001648.1,도라이야 ㅠ,아왜요~!,야 dt,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1650297,MDRW2100035337.1,맛있겠네요 전 천도복숭아같은 새콤한 과일이랑 크림치즈를 같이 먹는걸 좋아해요,대박 크림치즈요? 크림치즈라니,네 ㅋㅋ크림치즈는 빨리 안 먹으면 곰팡이가 너무 잘 펴서,먹잘알
