,dialogue_id,Q-3,Q-2,Q-1,A
1934492,MDRW2100047087.1,자야지.. 낼 팝콘 사러가려면 ㅋㅋ,어딘데?,cgv,차이카드잇어?
1882253,MDRW2100047041.1,통조림은 유통기한보다 몇년이후에도 먹을 수 있다는...,통조림은 유통기한 아직 멀었지만 집에 있는 식재료들을 다 소진하려면 열심히 먹어야됨 우리집 냉장고+창고에 있는 식재료는 많은 편에 속하지도 않을거 같은데 양문형 냉장고 김치냉장고 팬트리에 쌓아두고 사는 사람들은 냉파만 해도 한달 살 수 있을거 같애 ㅋㅋ,그럴듯 우리집도 한달은 아니어도.. 그래도 꽤 가능할듯 지겨워서 그렇지... 내가 ㅋㅋ,이야~~ 역시 뒤에 나와있는대로 하는게 제일 맛있어
1274226,MDRW2100009204.1,오 좋네요 애들도착하고,어깨도 아프고 온몸이 아픈게 ㅠㅠㅋㅋㅋ 스마트 워치 끼고 자면 확실이 저는 깊은 수면은 20분정도 밖에 안되고 자면서 1시간이상은 깨더라구요.. 수면시간도 짧은데 숙면까지 못취하니 확실히 피곤해요 ㅠㅠ,맞아요 저도 그래요 언제 쭉잤는지 모르겠어요,어렸을때는 푹 잘잤었는데 ㅠㅠ
974911,MDRW2100001542.1,,짜발나 살도 못 빼고,카니발 조정 씨게 드가네,앙대
525254,감성대화말뭉치.24448,한 친구의 거짓말로 인해 다른 친구들이 오해해서 속상하시겠어요.,그것 때문에 따돌림을 당하는 것 같은데 더는 따돌림당하고 싶지 않아.,괴로우시겠어요. 어떻게 하면 학교폭력에서 벗어날 수 있을까요?,나를 괴롭혀왔던 것을 선생님께 말해야겠어.
315762,HuLiC6512,ㅋㅋㅋ아니 설레여서 그래,뭘 기대한다고요? 당신은 건물 꼭대기에 올라가서 무엇을 할 건가요?,아니... 밥은 먹었니?,"네, 그랬죠. 저는 햄버거와 감자튀김을 먹었어요."
1456093,MDRW2100021932.1,와 멋진데요ㅋㅋ 따뜻한 지식인 느낌 어떤 게 더 재미있으셨어요?,흠 신문학회요~ 엄청 재밋게 놀러다녔거든요 방학마다,신문 학회에서 놀러 다닐 일이 있나요? 취재하러 가신걸까요,방학때마다 다같이 갔어요~^^ 년에 두번정도네요 학교앞에서도 놀고ㅋㅋㅋ 물론 모여서 기사도 쓰고 토론도 했지만 끝나면 다같이 한잔하러가고 그게좋았네요
409710,HuLiC8681,아 나는 지금까지 생각 나는게 그.. 단백질 블록,오우 프로틴 블록 ㅋㅋㅋㅋㅋ,그거 이상하게 까만색 이더니 ㅜㅜ,와 처음 봤을 때 뭐 저딴걸 주나 싶더라
1008531,MDRW2100001562.1,국내고 국외고 주식이 다 지금 고점이라 들어가기 애매,7월31일까지 일단낼보장,ㅇㅇ그러면 카드니까 지금내도 됨,ㅋㅋ내카카오ㅜㅜ 일단 존버하겠음 난낮잠잔다
1527407,MDRW2100026754.1,오 ? 갠찬네요,완전 저렴해요,제근처엔 없군요 ㅠㅠ,슈퍼타이 말도도 비슷하게 있더라구요
812894,MDRW2100001278.15,너 거기서 사진 많이 찍었는데,맞아,맨날 과일 비싼거 사먹고,나도 더 생생하게 기억난다
796880,MDRW2100001176.2,그니깐 ㅠㅠ구럼 하루만에 정주행할듯,진짜 날새고서라도 꼭 볼거야,그니깐.. 내친구한테도 추천해줬는데 걔도 인생드라마래,나도 남친한테 추천받은거임
35338,Chat2463,책 읽는거 좋아하니?,아니. 별루….넌?,난 만화책 좋아해.,나도 $Theme은 좋아해.
1441949,MDRW2100020906.1,주로 구매하세여? 도서관은 이용안하시구영?,구매도 많이하고 도서관 이용도 많이 하는데 코로나 이후로 도서관을 안갓어요,아.. 도서관 첨엔 책도 다 소독하고 그러더니.. 요즘은 그냥 예전처럼 돌아왔어요..,보통 대여하는것보다 도서관에서 두세권 읽고 돌아오는 걸 좋아하는데 그럴 수도 없고요 ㅠㅠ 코로나가 정말 많은 걸 바꿔놨어요 ㅠㅠ
1894496,MDRW2100047050.1,? 아니 저기요 아메 하나 찍혔잖아,응맞아 아메 하나 했엉,왜 저 원리를 모륵렜다고 내가 이상하다고 한게 적임,텀블러 1개만 했었고 8400에서 에코별로 8100원 된다너니 최종결제는 8400되는거 무슨 논리지 네네하고 이해 되는척 했는데 모르겠네 ㅋㅋㅋㅋㅋㅋ
1117046,MDRW2100001630.1,설치지 말라는 소리는 안해?ㅋㅋㅋㅋ,내 그런말은 없어욬ㅋㅋㅋㅋㅋ,나 새벽에 빨래널다가 배아품ㅋㅋㅋㅋㅋㅋㅋ,오히려 밥차려달라함 휴
765444,MDRW2100001091.76,인테리어용으로 전시?,ㅋㅋㅋ 그냥 인형앞에 뒀어요 샘은요?,저는 그냥 제 자리앞에 있어요ㅋㅋ,멀리가지않았군여 ㅎㅎ
993253,MDRW2100001554.1,너 토너 안 사??,엉,왜 말 없어 응,좋아? 저거?? 아 준몀이가 좋다고 말했지 그럼 일단 너 두개사고 좋으면 나한테 하나 팔아 이건 어때? 싫으면 말고
1335000,MDRW2100013505.1,걷기운동에좋죠,달리기가 정말 좋다고 하는데 전 관절이 조금 안좋아서.. 못해요ㅠㅠㅋㅋ,저도요.....ㅜㅜ그냥 걷기도 운도이니깐 유산소운동,맞아요 안하는것보다야 걷기라도 하는게 훨 좋죠
489291,감성대화말뭉치.17380,,내 아이가 나의 말을 잘 듣지 않아서 고민이야.,아이가 나의 말을 잘 듣지 않아서 고민이시군요. 무슨 일이 있으셨나요?,조언을 해주는거라고 생각했는데 아이는 잔소리로 들리는거 같아서 조금 속상하네.
1339584,MDRW2100013813.1,아항 공원 조깅 좋져 이번 주 장마끝나면 밤에 조깅하기 딱 좋은 날씨겠네요,마자여 요즘엔 비내려서 못 뛰었는데 지난주 지지난주는 너무 더웠어서 ㅠㅠ,인정... 최근에 밤에도 넘 더웠어;;,그래도 요 몇일은 비오고 그래서 그나마 나은거 같아여
462337,﻿감성대화말뭉치.12100,,,요즘 우리나라는 취업기반이 취약한 것 같아. 취업하고 싶다.,취업에 어려움이 있으시군요.
1970041,MDRW2100047673.1,동지네요ㅋㅋㅋ챙겨보는건 잘 챙겨보는데 티비를 잘 안봐요..,맞아요 보는것만 무진장 챙겨보고,그중에 하나가 놀면뭐하니랑 대탈출..ㅋㅋ,맞아요 놀면뭐하니 오늘도 기대기대
198908,HuLiC3816,그래??? 나는 요새 날씨가 추워져서 피부가 건조해지는 것 같아,그 말을 들으니 유감이네요. 로션은 발라보셨나요?,응 로션을 발라봤는데 효과가 없어!! 좋은 방법 알고 있니?,저는 코코넛 오일 쓰는 것을 좋아해요. 굉장히 촉촉해요.
