,dialogue_id,Q-3,Q-2,Q-1,A
733193,MDRW2100000245.80,한 숨 자,그럴까,1호 끝날때 까지만,얼마 안남았다
1790980,MDRW2100045709.1,그러게요 참 어떻게해야하나 어려워요,저도 집에만 있고싶은데 부모님이 서운해하셔서 어쩔수가 없네요,ㅠㅠ그럼 가야죠 방법이 있나요 ㅠ,그러게요. 사실 추석 당일엔 안가려고 추석예매기간도 일부러 예매를 안했네요 name2님은 부모님과 함께 사시나요?
428935,HuLiC9124,힘내..,ㅋㅋㅋㅋ 응.. 없나보다,...,스릴러만 많이봤네
1372758,MDRW2100016059.1,코로나 이제 어쩔수 없으니 살짝 포기 하고 열심히 방역수칙 지켜요 ㅎㅎ 네,그래도 학교가 소중한 듯해요,그럼요 추억도 있고 그걸 뺏을수 없죠 ㅜㅜ,온라인은
964652,MDRW2100001539.1,,시컴시컴 name2가 막 공룡처럼 소리지르는거 꿈에 나올까 무셔,보조배터리를 갖고와라,그 시컴시컴한 벽돌 무거워서 못가져 간다고 전해라!
1655662,﻿MDRW2100035747.1,,,치즈볼... 이러다 치즈볼 시킬것 같아요 ㅋㅋㅋㅋㅋ 따뜻하고 부드럽고 달달하니ㅜㅜ,흐엉 ㅜㅜ 넘나 땡기는것
1521541,MDRW2100026363.1,애기 귀엽겠어요 먹는 얘기해야되는데 ㅋㅋ 아이스크림은 뭐로 드셨어요? 새콤한거 드셨을라나,새콤한것도 초코아스크림도요ㅎ 면종류만 많이 먹엇어요,주변에 임신한 친구가 있어서 만나면 뭐 먹을까 했거든요 ㅋㅋ 참고할겸 여쭤봤어용ㅋㅋㅋ,아ㅋㅋ그냥 임산부땡기는것? 전 딱 땡기는게 없어서 그냥 평소에자주 먹던거ㅎ
928975,MDRW2100001524.1,안가 서산가고싶당 버스에서 안심심할듯 캬항 올해 안에 놀러올거지????(감동),당군이지 8월안에 피서가야겟댜 너네집으류,서산 잘갓다왕 (하트)(하트)(하트),다녀오께 케케케
823576,﻿MDRW2100001307.47,,,닌 낼 어디가노 ?,나는 내일... 카페 갈거야 가서 도나스 사올거야
530769,감성대화말뭉치.25519,날이 갈수록 나를 이상하게 생각해서 걱정이야.,사람들이 이상하게 생각하는 것을 어떻게 해결할 수 있을까요?,일단 마을 사람들 한 명씩 만나서 개인적으로 대화를 해 봐야겠어.,마을 사람들과 한 명씩 대화하려 하는군요. 앞으로 어떤 점이 달라지길 바라시나요?
339393,HuLiC7058,"너무 귀여워요! 그건 어떻게 됐는데요? 당신이 그를 태웠나요, 아니면 그가 당신을 태웠나요?",그게 귀여울일이야?? 나는 외부 행사 갔다가 회사로 돌아와서 계속 일해야하는 상황이었어,어떻게 보느냐에 따라 다르겠죠. 당신이 그를 데리러 간 게 귀엽다고 생각해요.,안갔어 거길 내가 왜가 돌아와서 일하기 바쁜날이었어
