,dialogue_id,Q-3,Q-2,Q-1,A
1416924,MDRW2100019193.1,23년요,엄청 오래되셨네요~ ㅎㅎ 요즘도 데이트하고 잘 지내시나용??,데이트라고 따로 잘 하지는 않은데 그럭저럭 잘 지내는 거 같아요.^^,주변에 결혼한 친구들은 코로나 이후로 데이트 거의 안하더라구요.. 집콕 아니면 캠핑 많이 하던데 데이트 하실땐 어떻게 하시나요?
388652,HuLiC8195,어떤 의미가 있어??,그 오리가 자기가 기르던 오리거든,엥??..,키우던 오리를 먹으면서 생명의 소중함을 좀 비중있게 다루어
665574,MDRW2100000073.64,ㅎㅎㅎㅎㅎ 빠른 왼손,남편이 이러려고(명의도용) 결혼했냐며 ㅎㅎ;,ㅋㅋㅋㅋㅋㅋ 맞다고 ㅋㅋㅋ,세명 일찍 낳아서 청약 당첨된 사람들이 현명하다는..ㅋㅋㅋㅋㅋㅋ
1478535,MDRW2100023437.1,선넘는거지,아ㅋㅋㅋㅋㅋ,3천원부터는,배달비 5000 6000도보긴봤어요..
1636928,MDRW2100034325.1,,생각해보니까 축제도 안 하잖아,맞아 너무 슬프네...,얼탱스 축제 비용만 돌려줘도 10만원씩 돌릴 수 있는 거 아니냐
1910757,MDRW2100047062.1,진짜 진짜 진짜 이 name1! 뭐해! 나와!,왜!! 나왔어!!,.. 박력있을라했는데 너가 더 박력있어서 쭈글해젔어,ㅋㅋㅋㅋㅋㅋㅋ
1154816,MDRW2100001644.1,안건들고 그 애기들 놀때 햄버거 하잖아,"입방구,",그렇게 괴롭혔지,?
905548,MDRW2100001515.1,아빠?? 과자 좀 사다주지 쫀드기랑 ㅋㅋ,님 근데 고민인게 교수님이 어떤 조교 신청 다른거 신청해보라고 했는데,엉,어떻게 하지?
944446,MDRW2100001529.1,김수민도 나와 게스트도 나오고 ㅋ,누군지 모름,"예전에 음악의 신에 나왔던 여자 배우인데 컨셉이 웃겨서 ㅋ 예전에 음악의 신에 나왔던 컨셉인데 재미있어 ㅋ 음악의 신 하이라이트만 찾아봐도 웃겨 지난번 토스 주식 이벤트에 이어,, 한주 사면 랜덤으로 또 한주 주는 이벤트함.",name1아 브로야 name1 브로브로 눈떠 졸지마 일어나
1821846,MDRW2100046966.1,몰라 꾼이래 다들 ㅋㅋㅋ,하두 힘들게하는 고개깅이있는거야,ㅇㅇ,자기가 왓챠계쩡을 수십개돌린데 내가 왓챠 10개가있었어 그넫자꾸 오류가난다는거야 첨에 2개파는데 2개째 파는데 똑같은 계정에 여러개가 안들어가는거지 쿠폰이 그래서 또 다른계정 있으니까 그걸로 한다더라 그래서 좀 말이 길어지니까 내일도있는데 짜증나더라 3번째꺼 코드 보내고 계속하는데 또 5번짼가 뭐 문제가 생긴거야 근데 요번엔 내가 실수한거야 근데 갑자기 짜중나는거야 하나하나 안되니까 뭐가 그래서 내가 님하고 거래안해요 왜요? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
38453,Chat3034,,꽃다발 받아봤어?,아니. 한 번도.,인생 헛 살았네.
1557897,MDRW2100028847.1,되게 좋은 생각인 거 같아요. 공동책 사서 읽고 서로 다른 감상 남기는 거 보면 신기할거같아요,맞아요! 다들 생각지도 못한 부분에 대해서 글 써주셔서 되게 읽기 좋아요 강다님도 독서모임 같은 거 만들어 보시는 건 어때요?,아무래도 자격증 시험이 다 끝나면 필사 모임이라도 만들까봐요! 책 한장한장 필사하는 것도 문장 이해하는 거나 습득하는게 도움이 된다고 해서 좋은 거 같아요,직접 쓰는 거 정말 좋은 것 같아요! 근데 모임은 정말...규칙이 젤 중요한 거 같아요
48491,Chat5042,,올해는 가을이 완전히 사라졌어.,그러게 덥다가 바로 춥네.,내가 젤 좋아하는 계절인데.
860705,MDRW2100001383.1,여기서 안보내도 되지?????,앱에서만 앱! 대기타는이유가머가쓰,축하한다 마니 해라 1천원 보냄,ㅡㅡ 나도
830009,MDRW2100001338.88,학자금대출까지 없애버리면 지잡사립은 아무도 안갈꺼를,그렇지. 나 같아도 안갈 것 같다,한숨 잘랬는데 잠이 깼다 근데 일어나긴 싫고 눈이 따갑고,근데 그 율하에 확진된 애는 학교에서 그런 건지 학원에서 그런건지는 모르제
1345426,MDRW2100014204.1,한국사람이면 가을이죠. 그때만 살맛난다,그쵸 시원하고 맛있는것도 많고,맞아요,가을 최고 오늘 날씨어때요
1180773,MDRW2100002773.1,저는 비냉요 ㅎㅎ,정말요? 저도 그래요! 혹시 냉면과 같이 먹는 음식이 있으신가요? 만두나 고기같은거요,네~고기랑 같이 먹는걸 젤루 좋아해요 그리고 비냉은 돈까스랑 먹어도 맛있어요 ㅎ,돈까스 조합도 너무 좋아요 뭐랄까 좀 더 고소하다 해야할까 그 맛이 좋아요
190705,HuLiC3626,"그리고 혹시나 하는 말인데, 내가 그 아이를 짝사랑 한단 말은 다른 애들에겐 비밀로 해줘.",훌륭한 부모가 되실 거라고 확신해요. 당신께 최고의 행운이 따랐으면 좋겠어요.,"부모가 되기엔 아직 너무 어리고, 너나 나나 행운이 따르길 바란다.",감사해요. 당신도 좋은 부모가 될 것이라고 확신합니다. 아이는 축복이에요.
214025,HuLiC4164,난 공사장에서 막일 을해. 넌?,"그것은 재미있는 직업처럼 들리네요. 저는 지금 직장은 없지만, 찾고 있어요.",재미있지. 보람 있거든. 어떤 직장을 원하는데?,저는 건축업에 종사하고 싶습니다. 어떻게 시작해야 할지 조언해 주실 수 있나요?
83528,HuLiC1152,그거 재미있겠어요 확인해 봐야겠어요. 당신은 다른 취미가 있나요?,다른 취미는 뜨게질이야 날씨가 추워지니까 목도리를 떠볼까해,그것은 재미있는 취미처럼 들리네요. 당신은 어떤 종류의 스카프를 가질 건가요?,털실로 짠 기본적인목도리를 만들꺼야 나는 검정색을좋아해서 검정 목도리를 뜰꺼야 너는 검정색을 좋아하니?
438538,HuLiC9346,ㅋㅋㅋㅋㅋㅋ하긴 ㅋㅋㅋ,아 나중에 재개봉 해줬으면 좋겠다,나중에 토이스토리의 날 해가지고 시리즈 연속 보고싶어,헐? 영화관에서는 그런거 안해주려나..
655139,MDRW2100000051.41,언니 그럼 오늘 늦게 들어가면 저녁은 어떻게 하게ㅜ,저녁밥? 그냥 김밥 사먹거나 그래야지 지금 딱히 밥 생각이 없다요 배고프냐?,당연히 고프지 ㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋ 근데 밥을 쫌 부실하게 먹긴함 오늘 메인 메뉴가 거의 호박전이엇잖냐
676913,MDRW2100000101.110,,김찌 자랑해줘 나도 먹고싶어,더헉... 이미 흡입하고 왔습니다만..,김찌였던 사진도 없어?? 더헉ㅋㅋㅋㅋㅋㅋㅋㅋ 다양한 의성어를 듣게된다
873221,MDRW2100001395.31,웅 해야하는데,전기선이 ㅋㅋ,없어?,연결을 해야되 웅
